,Date,Airport,Total,Flights,Booths,Mean per flight
3078,2012-01-20,PHX,1821.0,20.0,60.0,91.05
3079,2012-01-20,SEA,3375.0,24.0,126.0,140.63
3080,2012-01-20,SFO,10548.0,44.0,437.0,239.73
3081,2012-01-20,LGA,11883.0,92.0,464.0,129.16
3082,2012-01-20,BOS,3438.0,23.0,130.0,149.0
3083,2012-01-21,ATL,12886.0,78.0,500.0,165.21
3084,2012-01-21,CLT,4207.0,31.0,99.0,135.71
3085,2012-01-21,DEN,2038.0,18.0,64.0,113.22
3086,2012-01-21,DFW,6833.0,59.0,251.0,115.81
3087,2012-01-21,DTW,4332.0,23.0,166.0,188.35
3088,2012-01-21,EWR,12244.0,90.0,488.0,136.04
3089,2012-01-21,IAH,12265.0,118.0,389.0,103.94
3090,2012-01-21,JFK,29143.0,154.0,1336.0,189.24
3091,2012-01-21,LAS,1233.0,9.0,47.0,137.0
3092,2012-01-21,LAX,22569.0,107.0,961.0,210.93
3093,2012-01-21,MCO,3943.0,25.0,183.0,157.72
3094,2012-01-21,MIA,26362.0,178.0,903.0,148.1
3095,2012-01-21,MSP,3563.0,27.0,92.0,131.96
3096,2012-01-21,ORD,11473.0,69.0,371.0,166.28
3097,2012-01-21,PHL,4323.0,31.0,197.0,139.45
3098,2012-01-21,PHX,2429.0,24.0,83.0,101.21
3099,2012-01-21,SEA,3408.0,23.0,135.0,148.17
3100,2012-01-21,SFO,12148.0,51.0,446.0,238.2
3101,2012-01-21,LGA,12244.0,90.0,488.0,136.04
3102,2012-01-21,BOS,4592.0,31.0,137.0,148.0
3103,2012-01-22,ATL,10763.0,69.0,396.0,155.99
3104,2012-01-22,CLT,3049.0,23.0,59.0,132.57
3105,2012-01-22,DEN,1502.0,13.0,59.0,115.54
3106,2012-01-22,DFW,7207.0,59.0,264.0,122.15
3107,2012-01-22,DTW,3723.0,19.0,204.0,195.95
3108,2012-01-22,EWR,13606.0,107.0,532.0,127.16
3109,2012-01-22,IAH,12264.0,120.0,395.0,102.2
3110,2012-01-22,JFK,29043.0,154.0,1241.0,188.59
3111,2012-01-22,LAS,1954.0,16.0,71.0,122.13
3112,2012-01-22,LAX,20789.0,101.0,814.0,205.83
3113,2012-01-22,MCO,2692.0,20.0,118.0,134.6
3114,2012-01-22,MIA,25442.0,175.0,803.0,145.38
3115,2012-01-22,MSP,2436.0,19.0,89.0,128.21
3116,2012-01-22,ORD,11417.0,66.0,365.0,172.98
3117,2012-01-22,PHL,3828.0,31.0,183.0,123.48
3118,2012-01-22,PHX,2010.0,23.0,95.0,87.39
3119,2012-01-22,SEA,2842.0,21.0,146.0,135.33
3120,2012-01-22,SFO,11035.0,45.0,421.0,245.22
3121,2012-01-22,LGA,13606.0,107.0,532.0,127.16
3122,2012-01-22,BOS,3530.0,20.0,106.0,176.0
3123,2012-01-23,ATL,9731.0,68.0,368.0,143.1
3124,2012-01-23,CLT,2096.0,16.0,64.0,131.0
3125,2012-01-23,DEN,1222.0,11.0,43.0,111.09
3126,2012-01-23,DFW,5604.0,53.0,218.0,105.74
3127,2012-01-23,DTW,3345.0,19.0,185.0,176.05
3128,2012-01-23,EWR,10386.0,86.0,420.0,120.77
3129,2012-01-23,IAH,9783.0,111.0,365.0,88.14
3130,2012-01-23,JFK,24539.0,142.0,1139.0,172.81
3131,2012-01-23,LAS,1436.0,10.0,58.0,143.6
3132,2012-01-23,LAX,18630.0,98.0,818.0,190.1
3133,2012-01-23,MCO,2512.0,16.0,102.0,157.0
3134,2012-01-23,MIA,22214.0,173.0,809.0,128.4
3135,2012-01-23,MSP,1824.0,16.0,80.0,114.0
3136,2012-01-23,ORD,9355.0,62.0,321.0,150.89
3137,2012-01-23,PHL,2855.0,26.0,145.0,109.81
3138,2012-01-23,PHX,1728.0,19.0,59.0,90.95
3139,2012-01-23,SEA,2406.0,18.0,119.0,133.67
3140,2012-01-23,SFO,10059.0,44.0,355.0,228.61
3141,2012-01-23,LGA,10386.0,86.0,420.0,120.77
3142,2012-01-23,BOS,2670.0,19.0,160.0,140.0
3143,2012-01-24,ATL,8029.0,65.0,313.0,123.52
3144,2012-01-24,CLT,1895.0,16.0,62.0,118.44
3145,2012-01-24,DEN,765.0,11.0,36.0,69.55
3146,2012-01-24,DFW,4307.0,49.0,244.0,87.9
3147,2012-01-24,DTW,2534.0,17.0,185.0,149.06
3148,2012-01-24,EWR,8031.0,82.0,390.0,97.94
3149,2012-01-24,IAH,7470.0,99.0,318.0,75.45
3150,2012-01-24,JFK,21485.0,141.0,1258.0,152.38
3151,2012-01-24,LAS,1192.0,8.0,47.0,149.0
3152,2012-01-24,LAX,16927.0,92.0,824.0,183.99
3153,2012-01-24,MCO,2422.0,17.0,120.0,142.47
3154,2012-01-24,MIA,19470.0,165.0,765.0,118.0
3155,2012-01-24,MSP,1199.0,10.0,64.0,119.9
3156,2012-01-24,ORD,6366.0,45.0,321.0,141.47
3157,2012-01-24,PHL,913.0,12.0,79.0,76.08
3158,2012-01-24,PHX,1510.0,19.0,66.0,79.47
3159,2012-01-24,SEA,2437.0,19.0,120.0,128.26
3160,2012-01-24,SFO,8763.0,43.0,351.0,203.79
3161,2012-01-24,LGA,8031.0,82.0,390.0,97.94
3162,2012-01-24,BOS,2171.0,20.0,138.0,108.0
3163,2012-01-25,ATL,7497.0,67.0,356.0,111.9
3164,2012-01-25,CLT,1705.0,14.0,52.0,121.79
3165,2012-01-25,DEN,924.0,11.0,37.0,84.0
3166,2012-01-25,DFW,4103.0,44.0,180.0,93.25
3167,2012-01-25,DTW,3069.0,19.0,170.0,161.53
3168,2012-01-25,EWR,8393.0,77.0,405.0,109.0
3169,2012-01-25,IAH,7690.0,94.0,294.0,81.81
3170,2012-01-25,JFK,22882.0,139.0,1164.0,164.62
3171,2012-01-25,LAS,915.0,6.0,44.0,152.5
3172,2012-01-25,LAX,16944.0,95.0,899.0,178.36
3173,2012-01-25,MCO,2363.0,16.0,127.0,147.69
3174,2012-01-25,MIA,20168.0,166.0,781.0,121.49
3175,2012-01-25,MSP,1595.0,13.0,76.0,122.69
3176,2012-01-25,ORD,7941.0,55.0,315.0,144.38
3177,2012-01-25,PHL,1903.0,22.0,134.0,86.5
3178,2012-01-25,PHX,1356.0,18.0,65.0,75.33
3179,2012-01-25,SEA,2773.0,20.0,134.0,138.65
3180,2012-01-25,SFO,9627.0,47.0,381.0,204.83
3181,2012-01-25,LGA,8393.0,77.0,405.0,109.0
3182,2012-01-25,BOS,2170.0,21.0,137.0,103.0
3183,2012-01-26,ATL,7766.0,69.0,348.0,112.55
3184,2012-01-26,CLT,1703.0,17.0,57.0,100.18
3185,2012-01-26,DEN,953.0,11.0,58.0,86.64
3186,2012-01-26,DFW,4789.0,52.0,203.0,92.1
3187,2012-01-26,DTW,2840.0,21.0,176.0,135.24
3188,2012-01-26,EWR,9823.0,85.0,494.0,115.56
3189,2012-01-26,IAH,6646.0,104.0,308.0,63.9
3190,2012-01-26,JFK,25339.0,150.0,1205.0,168.93
3191,2012-01-26,LAS,2539.0,17.0,86.0,149.35
3192,2012-01-26,LAX,17271.0,95.0,899.0,181.8
3193,2012-01-26,MCO,2575.0,19.0,163.0,135.53
3194,2012-01-26,MIA,22344.0,170.0,790.0,131.44
3195,2012-01-26,MSP,1747.0,15.0,87.0,116.47
3196,2012-01-26,ORD,6608.0,51.0,316.0,129.57
3197,2012-01-26,PHL,2148.0,25.0,130.0,85.92
3198,2012-01-26,PHX,1446.0,18.0,57.0,80.33
3199,2012-01-26,SEA,1980.0,16.0,111.0,123.75
3200,2012-01-26,SFO,8676.0,45.0,375.0,192.8
3201,2012-01-26,LGA,9823.0,85.0,494.0,115.56
3202,2012-01-26,BOS,1723.0,16.0,126.0,107.0
3203,2012-01-27,ATL,9088.0,69.0,393.0,131.71
3204,2012-01-27,CLT,1864.0,15.0,55.0,124.27
3205,2012-01-27,DEN,1104.0,10.0,28.0,110.4
3206,2012-01-27,DFW,5417.0,51.0,210.0,106.22
3207,2012-01-27,DTW,3087.0,17.0,189.0,181.59
3208,2012-01-27,EWR,10205.0,84.0,466.0,121.49
3209,2012-01-27,IAH,9791.0,116.0,403.0,84.41
3210,2012-01-27,JFK,23697.0,148.0,1314.0,160.11
3211,2012-01-27,LAS,1030.0,8.0,33.0,128.75
3212,2012-01-27,LAX,17905.0,97.0,921.0,184.59
3213,2012-01-27,MCO,3003.0,21.0,139.0,143.0
3214,2012-01-27,MIA,26407.0,181.0,897.0,145.9
3215,2012-01-27,MSP,2275.0,17.0,95.0,133.82
3216,2012-01-27,ORD,9146.0,60.0,339.0,152.43
3217,2012-01-27,PHL,2844.0,24.0,157.0,118.5
3218,2012-01-27,PHX,1767.0,20.0,51.0,88.35
3219,2012-01-27,SEA,3225.0,22.0,127.0,146.59
3220,2012-01-27,SFO,9063.0,46.0,388.0,197.02
3221,2012-01-27,LGA,10205.0,84.0,466.0,121.49
3222,2012-01-27,BOS,2684.0,22.0,163.0,122.0
3223,2012-01-28,ATL,12048.0,78.0,440.0,154.46
3224,2012-01-28,CLT,4216.0,33.0,74.0,127.76
3225,2012-01-28,DEN,1984.0,17.0,63.0,116.71
3226,2012-01-28,DFW,6815.0,60.0,243.0,113.58
3227,2012-01-28,DTW,4129.0,23.0,200.0,179.52
3228,2012-01-28,EWR,12842.0,99.0,532.0,129.72
3229,2012-01-28,IAH,11282.0,117.0,348.0,96.43
3230,2012-01-28,JFK,26779.0,152.0,1293.0,176.18
3231,2012-01-28,LAS,1246.0,8.0,41.0,155.75
3232,2012-01-28,LAX,20620.0,109.0,973.0,189.17
3233,2012-01-28,MCO,3833.0,24.0,197.0,159.71
3234,2012-01-28,MIA,25702.0,180.0,867.0,142.79
3235,2012-01-28,MSP,3791.0,29.0,120.0,130.72
3236,2012-01-28,ORD,11118.0,72.0,393.0,154.42
3237,2012-01-28,PHL,3898.0,32.0,199.0,121.81
3238,2012-01-28,PHX,2702.0,24.0,80.0,112.58
3239,2012-01-28,SEA,3278.0,24.0,111.0,136.58
3240,2012-01-28,SFO,10366.0,50.0,383.0,207.32
3241,2012-01-28,LGA,12842.0,99.0,532.0,129.72
3242,2012-01-28,BOS,3760.0,29.0,172.0,129.0
3243,2012-01-29,ATL,10090.0,69.0,397.0,146.23
3244,2012-01-29,CLT,3065.0,22.0,62.0,139.32
3245,2012-01-29,DEN,1492.0,13.0,57.0,114.77
3246,2012-01-29,DFW,7006.0,58.0,252.0,120.79
3247,2012-01-29,DTW,3460.0,19.0,228.0,182.11
3248,2012-01-29,EWR,12193.0,100.0,488.0,121.93
3249,2012-01-29,IAH,11693.0,120.0,383.0,97.44
3250,2012-01-29,JFK,27181.0,151.0,1374.0,180.01
3251,2012-01-29,LAS,1817.0,16.0,62.0,113.56
3252,2012-01-29,LAX,19526.0,103.0,941.0,189.57
3253,2012-01-29,MCO,2502.0,20.0,169.0,125.1
3254,2012-01-29,MIA,23705.0,176.0,802.0,134.69
3255,2012-01-29,MSP,2559.0,21.0,100.0,121.86
3256,2012-01-29,ORD,10302.0,68.0,337.0,151.5
3257,2012-01-29,PHL,3799.0,31.0,147.0,122.55
3258,2012-01-29,PHX,2419.0,23.0,77.0,105.17
3259,2012-01-29,SEA,2883.0,20.0,109.0,144.15
3260,2012-01-29,SFO,9960.0,46.0,429.0,216.52
3261,2012-01-29,LGA,12193.0,100.0,488.0,121.93
3262,2012-01-29,BOS,2608.0,20.0,135.0,130.0
3263,2012-01-30,ATL,8976.0,65.0,362.0,138.09
3264,2012-01-30,CLT,1999.0,16.0,52.0,124.94
3265,2012-01-30,DEN,878.0,9.0,39.0,97.56
3266,2012-01-30,DFW,5284.0,49.0,201.0,107.84
3267,2012-01-30,DTW,3407.0,21.0,211.0,162.24
3268,2012-01-30,EWR,10842.0,93.0,471.0,116.58
3269,2012-01-30,IAH,9398.0,112.0,386.0,83.91
3270,2012-01-30,JFK,23452.0,142.0,1330.0,165.15
3271,2012-01-30,LAS,983.0,8.0,40.0,122.88
3272,2012-01-30,LAX,17520.0,98.0,869.0,178.78
3273,2012-01-30,MCO,2418.0,16.0,125.0,151.13
3274,2012-01-30,MIA,20990.0,173.0,763.0,121.33
3275,2012-01-30,MSP,1985.0,17.0,82.0,116.76
3276,2012-01-30,ORD,9431.0,63.0,349.0,149.7
3277,2012-01-30,PHL,2805.0,25.0,132.0,112.2
3278,2012-01-30,PHX,2011.0,19.0,52.0,105.84
3279,2012-01-30,SEA,2553.0,19.0,104.0,134.37
3280,2012-01-30,SFO,9086.0,44.0,387.0,206.5
3281,2012-01-30,LGA,10842.0,93.0,471.0,116.58
3282,2012-01-30,BOS,1973.0,19.0,142.0,103.0
3283,2012-01-31,ATL,8331.0,67.0,289.0,124.34
3284,2012-01-31,CLT,1906.0,16.0,68.0,119.13
3285,2012-01-31,DEN,1112.0,11.0,38.0,101.09
3286,2012-01-31,DFW,5049.0,51.0,227.0,99.0
3287,2012-01-31,DTW,2038.0,16.0,157.0,127.38
3288,2012-01-31,EWR,8719.0,86.0,452.0,101.38
3289,2012-01-31,IAH,7999.0,95.0,344.0,84.2
3290,2012-01-31,JFK,20466.0,138.0,1161.0,148.3
3291,2012-01-31,LAS,866.0,7.0,30.0,123.71
3292,2012-01-31,LAX,16483.0,91.0,824.0,181.13
3293,2012-01-31,MCO,2727.0,20.0,129.0,136.35
3294,2012-01-31,MIA,19549.0,169.0,749.0,115.67
3295,2012-01-31,MSP,1110.0,8.0,83.0,138.75
3296,2012-01-31,ORD,7020.0,50.0,301.0,140.4
3297,2012-01-31,PHL,1926.0,21.0,104.0,91.71
3298,2012-01-31,PHX,1797.0,18.0,79.0,99.83
3299,2012-01-31,SEA,2736.0,20.0,125.0,136.8
3300,2012-01-31,SFO,7859.0,41.0,354.0,191.68
3301,2012-01-31,LGA,8719.0,86.0,452.0,101.38
3302,2012-01-31,BOS,1744.0,20.0,152.0,87.0
3303,2012-02-01,ATL,7885.0,68.0,314.0,115.96
3304,2012-02-01,CLT,1757.0,16.0,49.0,109.81
3305,2012-02-01,DEN,1020.0,10.0,39.0,102.0
3306,2012-02-01,DFW,4841.0,46.0,218.0,105.24
3307,2012-02-01,DTW,2679.0,18.0,149.0,148.83
3308,2012-02-01,EWR,8874.0,76.0,491.0,116.76
3309,2012-02-01,IAH,7577.0,96.0,330.0,78.93
3310,2012-02-01,JFK,21563.0,139.0,1178.0,155.13
3311,2012-02-01,LAS,1368.0,10.0,44.0,136.8
3312,2012-02-01,LAX,17279.0,95.0,880.0,181.88
3313,2012-02-01,MCO,2645.0,15.0,124.0,176.33
3314,2012-02-01,MIA,19749.0,163.0,794.0,121.16
3315,2012-02-01,MSP,2084.0,17.0,86.0,122.59
3316,2012-02-01,ORD,8214.0,58.0,275.0,141.62
3317,2012-02-01,PHL,1862.0,22.0,115.0,84.64
3318,2012-02-01,PHX,1539.0,18.0,53.0,85.5
3319,2012-02-01,SEA,3005.0,21.0,133.0,143.1
3320,2012-02-01,SFO,9339.0,45.0,351.0,207.53
3321,2012-02-01,LGA,8874.0,76.0,491.0,116.76
3322,2012-02-01,BOS,2052.0,21.0,136.0,97.0
3323,2012-02-02,ATL,8160.0,69.0,353.0,118.26
3324,2012-02-02,CLT,1818.0,16.0,53.0,113.63
3325,2012-02-02,DEN,1277.0,12.0,45.0,106.42
3326,2012-02-02,DFW,5305.0,53.0,233.0,100.09
3327,2012-02-02,DTW,2534.0,18.0,177.0,140.78
3328,2012-02-02,EWR,9271.0,85.0,422.0,109.07
3329,2012-02-02,IAH,8672.0,114.0,354.0,76.07
3330,2012-02-02,JFK,22567.0,144.0,1220.0,156.72
3331,2012-02-02,LAS,2800.0,19.0,93.0,147.37
3332,2012-02-02,LAX,17865.0,95.0,960.0,188.05
3333,2012-02-02,MCO,3231.0,20.0,129.0,161.55
3334,2012-02-02,MIA,20810.0,167.0,812.0,124.61
3335,2012-02-02,MSP,1656.0,15.0,79.0,110.4
3336,2012-02-02,ORD,6987.0,54.0,334.0,129.39
3337,2012-02-02,PHL,2231.0,23.0,139.0,97.0
3338,2012-02-02,PHX,1576.0,18.0,79.0,87.56
3339,2012-02-02,SEA,1892.0,17.0,118.0,111.29
3340,2012-02-02,SFO,7832.0,42.0,326.0,186.48
3341,2012-02-02,LGA,9271.0,85.0,422.0,109.07
3342,2012-02-02,BOS,1847.0,17.0,109.0,108.0
3343,2012-02-03,ATL,8791.0,67.0,345.0,131.21
3344,2012-02-03,CLT,1916.0,14.0,49.0,136.86
3345,2012-02-03,DEN,960.0,8.0,36.0,120.0
3346,2012-02-03,DFW,6012.0,53.0,218.0,113.43
3347,2012-02-03,DTW,2807.0,17.0,160.0,165.12
3348,2012-02-03,EWR,10750.0,89.0,506.0,120.79
3349,2012-02-03,IAH,10348.0,114.0,415.0,90.77
3350,2012-02-03,JFK,22114.0,145.0,1166.0,152.51
3351,2012-02-03,LAS,2164.0,17.0,60.0,127.29
3352,2012-02-03,LAX,17987.0,96.0,840.0,187.36
3353,2012-02-03,MCO,3395.0,20.0,157.0,169.75
3354,2012-02-03,MIA,24145.0,179.0,927.0,134.89
3355,2012-02-03,MSP,1976.0,16.0,89.0,123.5
3356,2012-02-03,ORD,8438.0,61.0,356.0,138.33
3357,2012-02-03,PHL,2738.0,26.0,153.0,105.31
3358,2012-02-03,PHX,1902.0,20.0,73.0,95.1
3359,2012-02-03,SEA,2709.0,21.0,142.0,129.0
3360,2012-02-03,SFO,9692.0,46.0,404.0,210.7
3361,2012-02-03,LGA,10750.0,89.0,506.0,120.79
3362,2012-02-03,BOS,2834.0,23.0,147.0,123.0
3363,2012-02-04,ATL,12119.0,78.0,460.0,155.37
3364,2012-02-04,CLT,4238.0,32.0,79.0,132.44
3365,2012-02-04,DEN,2098.0,18.0,62.0,116.56
3366,2012-02-04,DFW,7182.0,61.0,247.0,117.74
3367,2012-02-04,DTW,3902.0,24.0,268.0,162.58
3368,2012-02-04,EWR,12952.0,99.0,489.0,130.83
3369,2012-02-04,IAH,11747.0,116.0,464.0,101.27
3370,2012-02-04,JFK,26184.0,156.0,1210.0,167.85
3371,2012-02-04,LAS,1287.0,10.0,49.0,128.7
3372,2012-02-04,LAX,20637.0,106.0,857.0,194.69
3373,2012-02-04,MCO,4692.0,26.0,197.0,180.46
3374,2012-02-04,MIA,24614.0,177.0,802.0,139.06
3375,2012-02-04,MSP,3926.0,29.0,104.0,135.38
3376,2012-02-04,ORD,11078.0,73.0,395.0,151.75
3377,2012-02-04,PHL,4069.0,31.0,190.0,131.26
3378,2012-02-04,PHX,2669.0,24.0,94.0,111.21
3379,2012-02-04,SEA,3146.0,22.0,136.0,143.0
3380,2012-02-04,SFO,10444.0,49.0,396.0,213.14
3381,2012-02-04,LGA,12952.0,99.0,489.0,130.83
3382,2012-02-04,BOS,3630.0,29.0,148.0,125.0
3383,2012-02-05,ATL,9686.0,68.0,415.0,142.44
3384,2012-02-05,CLT,2610.0,22.0,73.0,118.64
3385,2012-02-05,DEN,1290.0,12.0,41.0,107.5
3386,2012-02-05,DFW,6955.0,61.0,252.0,114.02
3387,2012-02-05,DTW,3239.0,18.0,195.0,179.94
3388,2012-02-05,EWR,11598.0,97.0,452.0,119.57
3389,2012-02-05,IAH,10752.0,117.0,385.0,91.9
3390,2012-02-05,JFK,26118.0,147.0,1130.0,177.67
3391,2012-02-05,LAS,1919.0,17.0,71.0,112.88
3392,2012-02-05,LAX,19645.0,102.0,943.0,192.6
3393,2012-02-05,MCO,3151.0,21.0,156.0,150.05
3394,2012-02-05,MIA,23188.0,179.0,782.0,129.54
3395,2012-02-05,MSP,2743.0,21.0,96.0,130.62
3396,2012-02-05,ORD,9975.0,65.0,324.0,153.46
3397,2012-02-05,PHL,3397.0,32.0,186.0,106.16
3398,2012-02-05,PHX,1874.0,22.0,89.0,85.18
3399,2012-02-05,SEA,2842.0,18.0,103.0,157.89
3400,2012-02-05,SFO,10059.0,46.0,363.0,218.67
3401,2012-02-05,LGA,11598.0,97.0,452.0,119.57
3402,2012-02-05,BOS,2313.0,18.0,102.0,128.0
3403,2012-02-06,ATL,8745.0,68.0,347.0,128.6
3404,2012-02-06,CLT,2001.0,15.0,48.0,133.4
3405,2012-02-06,DEN,1301.0,10.0,43.0,130.1
3406,2012-02-06,DFW,5693.0,54.0,218.0,105.43
3407,2012-02-06,DTW,3000.0,20.0,209.0,150.0
3408,2012-02-06,EWR,10893.0,91.0,418.0,119.7
3409,2012-02-06,IAH,8531.0,110.0,309.0,77.55
3410,2012-02-06,JFK,23004.0,147.0,1230.0,156.49
3411,2012-02-06,LAS,1795.0,12.0,63.0,149.58
3412,2012-02-06,LAX,17042.0,93.0,939.0,183.25
3413,2012-02-06,MCO,2595.0,17.0,131.0,152.65
3414,2012-02-06,MIA,20611.0,169.0,721.0,121.96
3415,2012-02-06,MSP,1886.0,16.0,74.0,117.88
3416,2012-02-06,ORD,8771.0,61.0,304.0,143.79
3417,2012-02-06,PHL,2909.0,24.0,145.0,121.21
3418,2012-02-06,PHX,2053.0,19.0,64.0,108.05
3419,2012-02-06,SEA,2458.0,20.0,96.0,122.9
3420,2012-02-06,SFO,9658.0,44.0,327.0,219.5
3421,2012-02-06,LGA,10893.0,91.0,418.0,119.7
3422,2012-02-06,BOS,2187.0,19.0,113.0,115.0
3423,2012-02-07,ATL,7154.0,65.0,364.0,110.06
3424,2012-02-07,CLT,1983.0,16.0,47.0,123.94
3425,2012-02-07,DEN,912.0,9.0,33.0,101.33
3426,2012-02-07,DFW,4333.0,49.0,213.0,88.43
3427,2012-02-07,DTW,1617.0,14.0,142.0,115.5
3428,2012-02-07,EWR,8389.0,88.0,391.0,95.33
3429,2012-02-07,IAH,6917.0,94.0,316.0,73.59
3430,2012-02-07,JFK,17690.0,132.0,1148.0,134.02
3431,2012-02-07,LAS,903.0,10.0,33.0,90.3
3432,2012-02-07,LAX,15465.0,89.0,758.0,173.76
3433,2012-02-07,MCO,2585.0,17.0,120.0,152.06
3434,2012-02-07,MIA,18683.0,168.0,767.0,111.21
3435,2012-02-07,MSP,1316.0,10.0,61.0,131.6
3436,2012-02-07,ORD,6321.0,51.0,301.0,123.94
3437,2012-02-07,PHL,1726.0,20.0,124.0,86.3
3438,2012-02-07,PHX,1484.0,19.0,73.0,78.11
3439,2012-02-07,SEA,2479.0,20.0,111.0,123.95
3440,2012-02-07,SFO,7563.0,42.0,341.0,180.07
3441,2012-02-07,LGA,8389.0,88.0,391.0,95.33
3442,2012-02-07,BOS,1451.0,17.0,89.0,85.0
3443,2012-02-08,ATL,7468.0,66.0,362.0,113.15
3444,2012-02-08,CLT,1607.0,14.0,43.0,114.79
3445,2012-02-08,DEN,1067.0,10.0,35.0,106.7
3446,2012-02-08,DFW,3985.0,46.0,216.0,86.63
3447,2012-02-08,DTW,2521.0,19.0,176.0,132.68
3448,2012-02-08,EWR,8184.0,76.0,437.0,107.68
3449,2012-02-08,IAH,6809.0,96.0,305.0,70.93
3450,2012-02-08,JFK,19639.0,139.0,1127.0,141.29
3451,2012-02-08,LAS,1406.0,8.0,48.0,175.75
3452,2012-02-08,LAX,15541.0,91.0,810.0,170.78
3453,2012-02-08,MCO,3107.0,17.0,128.0,182.76
3454,2012-02-08,MIA,19404.0,161.0,781.0,120.52
3455,2012-02-08,MSP,2122.0,17.0,97.0,124.82
3456,2012-02-08,ORD,7230.0,57.0,290.0,126.84
3457,2012-02-08,PHL,1841.0,21.0,116.0,87.67
3458,2012-02-08,PHX,1382.0,18.0,69.0,76.78
3459,2012-02-08,SEA,2520.0,19.0,115.0,132.63
3460,2012-02-08,SFO,7925.0,44.0,314.0,180.11
3461,2012-02-08,LGA,8184.0,76.0,437.0,107.68
3462,2012-02-08,BOS,1761.0,19.0,102.0,92.0
3463,2012-02-09,ATL,8029.0,69.0,363.0,116.36
3464,2012-02-09,CLT,1827.0,16.0,59.0,114.19
3465,2012-02-09,DEN,1344.0,12.0,40.0,112.0
3466,2012-02-09,DFW,5216.0,52.0,261.0,100.31
3467,2012-02-09,DTW,2613.0,18.0,171.0,145.17
3468,2012-02-09,EWR,10064.0,87.0,440.0,115.68
3469,2012-02-09,IAH,7976.0,111.0,335.0,71.86
3470,2012-02-09,JFK,22424.0,143.0,1212.0,156.81
3471,2012-02-09,LAS,2769.0,17.0,97.0,162.88
3472,2012-02-09,LAX,17789.0,101.0,856.0,176.13
3473,2012-02-09,MCO,3475.0,21.0,142.0,165.48
3474,2012-02-09,MIA,20142.0,165.0,761.0,122.07
3475,2012-02-09,MSP,1782.0,15.0,77.0,118.8
3476,2012-02-09,ORD,6992.0,57.0,326.0,122.67
3477,2012-02-09,PHL,2171.0,26.0,119.0,83.5
3478,2012-02-09,PHX,1562.0,18.0,63.0,86.78
3479,2012-02-09,SEA,1919.0,17.0,130.0,112.88
3480,2012-02-09,SFO,7752.0,42.0,317.0,184.57
3481,2012-02-09,LGA,10064.0,87.0,440.0,115.68
3482,2012-02-09,BOS,2459.0,18.0,112.0,136.0
3483,2012-02-10,ATL,9701.0,67.0,390.0,144.79
3484,2012-02-10,CLT,2225.0,14.0,47.0,158.93
3485,2012-02-10,DEN,1240.0,10.0,42.0,124.0
3486,2012-02-10,DFW,6031.0,53.0,243.0,113.79
3487,2012-02-10,DTW,3172.0,17.0,149.0,186.59
3488,2012-02-10,EWR,13207.0,95.0,498.0,139.02
3489,2012-02-10,IAH,10067.0,114.0,379.0,88.31
3490,2012-02-10,JFK,26057.0,150.0,1236.0,173.71
3491,2012-02-10,LAS,1729.0,10.0,58.0,172.9
3492,2012-02-10,LAX,18606.0,98.0,883.0,189.86
3493,2012-02-10,MCO,3762.0,21.0,174.0,179.14
3494,2012-02-10,MIA,25081.0,178.0,969.0,140.9
3495,2012-02-10,MSP,2450.0,19.0,87.0,128.95
3496,2012-02-10,ORD,9490.0,63.0,393.0,150.63
3497,2012-02-10,PHL,3473.0,26.0,166.0,133.58
3498,2012-02-10,PHX,2048.0,20.0,66.0,102.4
3499,2012-02-10,SEA,3025.0,21.0,138.0,144.05
3500,2012-02-10,SFO,9476.0,45.0,327.0,210.58
3501,2012-02-10,LGA,13207.0,95.0,498.0,139.02
3502,2012-02-10,BOS,3533.0,23.0,144.0,153.0
3503,2012-02-11,ATL,12356.0,76.0,427.0,162.58
3504,2012-02-11,CLT,4594.0,32.0,95.0,143.56
3505,2012-02-11,DEN,2110.0,18.0,71.0,117.22
3506,2012-02-11,DFW,7550.0,64.0,251.0,117.97
3507,2012-02-11,DTW,4340.0,24.0,205.0,180.83
3508,2012-02-11,EWR,14829.0,97.0,482.0,152.88
3509,2012-02-11,IAH,11578.0,114.0,330.0,101.56
3510,2012-02-11,JFK,28105.0,155.0,1200.0,181.32
3511,2012-02-11,LAS,1655.0,10.0,62.0,165.5
3512,2012-02-11,LAX,20697.0,106.0,946.0,195.25
3513,2012-02-11,MCO,4726.0,26.0,188.0,181.77
3514,2012-02-11,MIA,25647.0,173.0,845.0,148.25
3515,2012-02-11,MSP,4148.0,28.0,109.0,148.14
3516,2012-02-11,ORD,12071.0,74.0,354.0,163.12
3517,2012-02-11,PHL,4689.0,32.0,163.0,146.53
3518,2012-02-11,PHX,2702.0,24.0,78.0,112.58
3519,2012-02-11,SEA,3459.0,23.0,111.0,150.39
3520,2012-02-11,SFO,10816.0,50.0,394.0,216.32
3521,2012-02-11,LGA,14829.0,97.0,482.0,152.88
3522,2012-02-11,BOS,4431.0,30.0,154.0,147.0
3523,2012-02-12,ATL,10643.0,71.0,434.0,149.9
3524,2012-02-12,CLT,3355.0,22.0,62.0,152.5
3525,2012-02-12,DEN,1569.0,14.0,53.0,112.07
3526,2012-02-12,DFW,7004.0,59.0,253.0,118.71
3527,2012-02-12,DTW,3409.0,18.0,205.0,189.39
